"Var1";"Var2";"Var3";"Freq"
"2102";"1993";"Mg4-3";"low";NA
"2103";"1994";"Mg4-3";"low";NA
"2104";"1995";"Mg4-3";"low";NA
"2105";"1996";"Mg4-3";"low";NA
"2106";"1997";"Mg4-3";"low";NA
"2107";"1998";"Mg4-3";"low";NA
"2108";"1999";"Mg4-3";"low";NA
"2109";"2000";"Mg4-3";"low";NA
"2110";"2001";"Mg4-3";"low";NA
"2111";"2002";"Mg4-3";"low";NA
"2112";"2003";"Mg4-3";"low";NA
"2113";"2004";"Mg4-3";"low";NA
"2114";"2005";"Mg4-3";"low";NA
"2115";"2006";"Mg4-3";"low";NA
"2116";"2007";"Mg4-3";"low";NA
"2117";"2008";"Mg4-3";"low";990
"2118";"2009";"Mg4-3";"low";NA
"2119";"2010";"Mg4-3";"low";NA
"2120";"2011";"Mg4-3";"low";1140
"2121";"2012";"Mg4-3";"low";NA
"2122";"1992";"mg5";"low";NA
"2123";"1993";"mg5";"low";NA
"2124";"1994";"mg5";"low";NA
"2125";"1995";"mg5";"low";NA
"2126";"1996";"mg5";"low";NA
"2127";"1997";"mg5";"low";NA
"2128";"1998";"mg5";"low";NA
"2129";"1999";"mg5";"low";NA
"2130";"2000";"mg5";"low";NA
"2131";"2001";"mg5";"low";NA
"2132";"2002";"mg5";"low";NA
"2133";"2003";"mg5";"low";NA
"2134";"2004";"mg5";"low";NA
"2135";"2005";"mg5";"low";NA
"2136";"2006";"mg5";"low";NA
"2137";"2007";"mg5";"low";NA
"2138";"2008";"mg5";"low";NA
"2139";"2009";"mg5";"low";NA
"2140";"2010";"mg5";"low";NA
"2141";"2011";"mg5";"low";NA
"2142";"2012";"mg5";"low";NA
"2143";"1992";"mg6";"low";NA
"2144";"1993";"mg6";"low";NA
"2145";"1994";"mg6";"low";NA
"2146";"1995";"mg6";"low";NA
"2147";"1996";"mg6";"low";NA
"2148";"1997";"mg6";"low";NA
"2149";"1998";"mg6";"low";NA
"2150";"1999";"mg6";"low";NA
"2151";"2000";"mg6";"low";NA
"2152";"2001";"mg6";"low";NA
"2153";"2002";"mg6";"low";NA
"2154";"2003";"mg6";"low";NA
"2155";"2004";"mg6";"low";NA
"2156";"2005";"mg6";"low";NA
"2157";"2006";"mg6";"low";NA
"2158";"2007";"mg6";"low";NA
"2159";"2008";"mg6";"low";NA
"2160";"2009";"mg6";"low";NA
"2161";"2010";"mg6";"low";NA
"2162";"2011";"mg6";"low";NA
"2163";"2012";"mg6";"low";NA
"2164";"1992";"mg7";"low";NA
"2165";"1993";"mg7";"low";NA
"2166";"1994";"mg7";"low";NA
"2167";"1995";"mg7";"low";NA
"2168";"1996";"mg7";"low";NA
"2169";"1997";"mg7";"low";NA
"2170";"1998";"mg7";"low";NA
"2171";"1999";"mg7";"low";NA
"2172";"2000";"mg7";"low";NA
"2173";"2001";"mg7";"low";NA
"2174";"2002";"mg7";"low";NA
"2175";"2003";"mg7";"low";NA
"2176";"2004";"mg7";"low";NA
"2177";"2005";"mg7";"low";NA
"2178";"2006";"mg7";"low";NA
"2179";"2007";"mg7";"low";NA
"2180";"2008";"mg7";"low";NA
"2181";"2009";"mg7";"low";NA
"2182";"2010";"mg7";"low";NA
"2183";"2011";"mg7";"low";NA
"2184";"2012";"mg7";"low";NA
"2185";"1992";"mg8";"low";NA
"2186";"1993";"mg8";"low";NA
"2187";"1994";"mg8";"low";NA
"2188";"1995";"mg8";"low";NA
"2189";"1996";"mg8";"low";NA
"2190";"1997";"mg8";"low";NA
"2191";"1998";"mg8";"low";NA
"2192";"1999";"mg8";"low";NA
"2193";"2000";"mg8";"low";NA
"2194";"2001";"mg8";"low";NA
"2195";"2002";"mg8";"low";NA
"2196";"2003";"mg8";"low";NA
"2197";"2004";"mg8";"low";NA
"2198";"2005";"mg8";"low";NA
"2199";"2006";"mg8";"low";NA
"2200";"2007";"mg8";"low";NA
"2201";"2008";"mg8";"low";NA
"2202";"2009";"mg8";"low";NA
"2203";"2010";"mg8";"low";NA
"2204";"2011";"mg8";"low";NA
"2205";"2012";"mg8";"low";NA
"2206";"1992";"mg9";"low";NA
"2207";"1993";"mg9";"low";NA
"2208";"1994";"mg9";"low";NA
"2209";"1995";"mg9";"low";NA
"2210";"1996";"mg9";"low";NA
"2211";"1997";"mg9";"low";NA
"2212";"1998";"mg9";"low";NA
"2213";"1999";"mg9";"low";NA
"2214";"2000";"mg9";"low";NA
"2215";"2001";"mg9";"low";NA
"2216";"2002";"mg9";"low";NA
"2217";"2003";"mg9";"low";NA
"2218";"2004";"mg9";"low";NA
"2219";"2005";"mg9";"low";NA
"2220";"2006";"mg9";"low";NA
"2221";"2007";"mg9";"low";NA
"2222";"2008";"mg9";"low";NA
"2223";"2009";"mg9";"low";NA
"2224";"2010";"mg9";"low";NA
"2225";"2011";"mg9";"low";NA
"2226";"2012";"mg9";"low";NA
"2227";"1992";"1mg1";"middle";NA
"2228";"1993";"1mg1";"middle";NA
"2229";"1994";"1mg1";"middle";NA
"2230";"1995";"1mg1";"middle";NA
"2231";"1996";"1mg1";"middle";NA
"2232";"1997";"1mg1";"middle";NA
"2233";"1998";"1mg1";"middle";NA
"2234";"1999";"1mg1";"middle";NA
"2235";"2000";"1mg1";"middle";NA
"2236";"2001";"1mg1";"middle";NA
"2237";"2002";"1mg1";"middle";NA
"2238";"2003";"1mg1";"middle";NA
"2239";"2004";"1mg1";"middle";NA
"2240";"2005";"1mg1";"middle";NA
"2241";"2006";"1mg1";"middle";NA
"2242";"2007";"1mg1";"middle";NA
"2243";"2008";"1mg1";"middle";NA
"2244";"2009";"1mg1";"middle";NA
"2245";"2010";"1mg1";"middle";NA
"2246";"2011";"1mg1";"middle";NA
"2247";"2012";"1mg1";"middle";NA
"2248";"1992";"1mg2";"middle";NA
"2249";"1993";"1mg2";"middle";NA
"2250";"1994";"1mg2";"middle";NA
"2251";"1995";"1mg2";"middle";NA
"2252";"1996";"1mg2";"middle";NA
"2253";"1997";"1mg2";"middle";NA
"2254";"1998";"1mg2";"middle";NA
"2255";"1999";"1mg2";"middle";NA
"2256";"2000";"1mg2";"middle";NA
"2257";"2001";"1mg2";"middle";NA
"2258";"2002";"1mg2";"middle";NA
"2259";"2003";"1mg2";"middle";NA
"2260";"2004";"1mg2";"middle";NA
"2261";"2005";"1mg2";"middle";NA
"2262";"2006";"1mg2";"middle";NA
"2263";"2007";"1mg2";"middle";2160
"2264";"2008";"1mg2";"middle";NA
"2265";"2009";"1mg2";"middle";NA
"2266";"2010";"1mg2";"middle";NA
"2267";"2011";"1mg2";"middle";NA
"2268";"2012";"1mg2";"middle";NA
"2269";"1992";"1mg3";"middle";NA
"2270";"1993";"1mg3";"middle";NA
"2271";"1994";"1mg3";"middle";NA
"2272";"1995";"1mg3";"middle";NA
"2273";"1996";"1mg3";"middle";NA
"2274";"1997";"1mg3";"middle";NA
"2275";"1998";"1mg3";"middle";NA
"2276";"1999";"1mg3";"middle";NA
"2277";"2000";"1mg3";"middle";NA
"2278";"2001";"1mg3";"middle";NA
"2279";"2002";"1mg3";"middle";NA
"2280";"2003";"1mg3";"middle";NA
"2281";"2004";"1mg3";"middle";NA
"2282";"2005";"1mg3";"middle";NA
"2283";"2006";"1mg3";"middle";NA
"2284";"2007";"1mg3";"middle";NA
"2285";"2008";"1mg3";"middle";NA
"2286";"2009";"1mg3";"middle";NA
"2287";"2010";"1mg3";"middle";NA
"2288";"2011";"1mg3";"middle";NA
"2289";"2012";"1mg3";"middle";NA
"2290";"1992";"1mg4";"middle";NA
"2291";"1993";"1mg4";"middle";NA
"2292";"1994";"1mg4";"middle";NA
"2293";"1995";"1mg4";"middle";NA
"2294";"1996";"1mg4";"middle";NA
"2295";"1997";"1mg4";"middle";NA
"2296";"1998";"1mg4";"middle";NA
"2297";"1999";"1mg4";"middle";NA
"2298";"2000";"1mg4";"middle";NA
"2299";"2001";"1mg4";"middle";NA
"2300";"2002";"1mg4";"middle";NA
"2301";"2003";"1mg4";"middle";NA
"2302";"2004";"1mg4";"middle";NA
"2303";"2005";"1mg4";"middle";NA
"2304";"2006";"1mg4";"middle";NA
"2305";"2007";"1mg4";"middle";NA
"2306";"2008";"1mg4";"middle";NA
"2307";"2009";"1mg4";"middle";NA
"2308";"2010";"1mg4";"middle";NA
"2309";"2011";"1mg4";"middle";NA
"2310";"2012";"1mg4";"middle";NA
"2311";"1992";"2mg1";"middle";NA
"2312";"1993";"2mg1";"middle";NA
"2313";"1994";"2mg1";"middle";NA
"2314";"1995";"2mg1";"middle";NA
"2315";"1996";"2mg1";"middle";NA
"2316";"1997";"2mg1";"middle";NA
"2317";"1998";"2mg1";"middle";NA
"2318";"1999";"2mg1";"middle";NA
"2319";"2000";"2mg1";"middle";NA
"2320";"2001";"2mg1";"middle";NA
"2321";"2002";"2mg1";"middle";NA
"2322";"2003";"2mg1";"middle";NA
"2323";"2004";"2mg1";"middle";NA
"2324";"2005";"2mg1";"middle";NA
"2325";"2006";"2mg1";"middle";NA
"2326";"2007";"2mg1";"middle";NA
"2327";"2008";"2mg1";"middle";NA
"2328";"2009";"2mg1";"middle";NA
"2329";"2010";"2mg1";"middle";NA
"2330";"2011";"2mg1";"middle";NA
"2331";"2012";"2mg1";"middle";NA
"2332";"1992";"2mg2";"middle";NA
"2333";"1993";"2mg2";"middle";NA
"2334";"1994";"2mg2";"middle";NA
"2335";"1995";"2mg2";"middle";NA
"2336";"1996";"2mg2";"middle";NA
"2337";"1997";"2mg2";"middle";NA
"2338";"1998";"2mg2";"middle";NA
"2339";"1999";"2mg2";"middle";NA
"2340";"2000";"2mg2";"middle";NA
"2341";"2001";"2mg2";"middle";NA
"2342";"2002";"2mg2";"middle";NA
"2343";"2003";"2mg2";"middle";NA
"2344";"2004";"2mg2";"middle";NA
"2345";"2005";"2mg2";"middle";NA
"2346";"2006";"2mg2";"middle";NA
"2347";"2007";"2mg2";"middle";2670
"2348";"2008";"2mg2";"middle";NA
"2349";"2009";"2mg2";"middle";NA
"2350";"2010";"2mg2";"middle";NA
"2351";"2011";"2mg2";"middle";NA
"2352";"2012";"2mg2";"middle";NA
"2353";"1992";"2mg3";"middle";NA
"2354";"1993";"2mg3";"middle";NA
"2355";"1994";"2mg3";"middle";NA
"2356";"1995";"2mg3";"middle";NA
"2357";"1996";"2mg3";"middle";NA
"2358";"1997";"2mg3";"middle";NA
"2359";"1998";"2mg3";"middle";NA
"2360";"1999";"2mg3";"middle";NA
"2361";"2000";"2mg3";"middle";NA
"2362";"2001";"2mg3";"middle";NA
"2363";"2002";"2mg3";"middle";NA
"2364";"2003";"2mg3";"middle";NA
"2365";"2004";"2mg3";"middle";NA
"2366";"2005";"2mg3";"middle";NA
"2367";"2006";"2mg3";"middle";NA
"2368";"2007";"2mg3";"middle";NA
"2369";"2008";"2mg3";"middle";NA
"2370";"2009";"2mg3";"middle";NA
"2371";"2010";"2mg3";"middle";NA
"2372";"2011";"2mg3";"middle";NA
"2373";"2012";"2mg3";"middle";NA
"2374";"1992";"2mg4";"middle";NA
"2375";"1993";"2mg4";"middle";NA
"2376";"1994";"2mg4";"middle";NA
"2377";"1995";"2mg4";"middle";NA
"2378";"1996";"2mg4";"middle";NA
"2379";"1997";"2mg4";"middle";NA
"2380";"1998";"2mg4";"middle";NA
"2381";"1999";"2mg4";"middle";NA
"2382";"2000";"2mg4";"middle";NA
"2383";"2001";"2mg4";"middle";NA
"2384";"2002";"2mg4";"middle";NA
"2385";"2003";"2mg4";"middle";NA
"2386";"2004";"2mg4";"middle";NA
"2387";"2005";"2mg4";"middle";NA
"2388";"2006";"2mg4";"middle";NA
"2389";"2007";"2mg4";"middle";NA
"2390";"2008";"2mg4";"middle";NA
"2391";"2009";"2mg4";"middle";NA
"2392";"2010";"2mg4";"middle";NA
"2393";"2011";"2mg4";"middle";NA
"2394";"2012";"2mg4";"middle";NA
"2395";"1992";"3mg1";"middle";NA
"2396";"1993";"3mg1";"middle";NA
"2397";"1994";"3mg1";"middle";NA
"2398";"1995";"3mg1";"middle";NA
"2399";"1996";"3mg1";"middle";NA
"2400";"1997";"3mg1";"middle";NA
"2401";"1998";"3mg1";"middle";NA
"2402";"1999";"3mg1";"middle";NA
"2403";"2000";"3mg1";"middle";NA
"2404";"2001";"3mg1";"middle";NA
"2405";"2002";"3mg1";"middle";NA
"2406";"2003";"3mg1";"middle";NA
"2407";"2004";"3mg1";"middle";NA
"2408";"2005";"3mg1";"middle";NA
"2409";"2006";"3mg1";"middle";NA
"2410";"2007";"3mg1";"middle";NA
"2411";"2008";"3mg1";"middle";NA
"2412";"2009";"3mg1";"middle";NA
"2413";"2010";"3mg1";"middle";NA
"2414";"2011";"3mg1";"middle";NA
"2415";"2012";"3mg1";"middle";NA
"2416";"1992";"3mg2";"middle";NA
"2417";"1993";"3mg2";"middle";NA
"2418";"1994";"3mg2";"middle";NA
"2419";"1995";"3mg2";"middle";NA
"2420";"1996";"3mg2";"middle";NA
"2421";"1997";"3mg2";"middle";NA
"2422";"1998";"3mg2";"middle";NA
"2423";"1999";"3mg2";"middle";NA
"2424";"2000";"3mg2";"middle";NA
"2425";"2001";"3mg2";"middle";NA
"2426";"2002";"3mg2";"middle";NA
"2427";"2003";"3mg2";"middle";NA
"2428";"2004";"3mg2";"middle";NA
"2429";"2005";"3mg2";"middle";NA
"2430";"2006";"3mg2";"middle";NA
"2431";"2007";"3mg2";"middle";1140
"2432";"2008";"3mg2";"middle";NA
"2433";"2009";"3mg2";"middle";NA
"2434";"2010";"3mg2";"middle";NA
"2435";"2011";"3mg2";"middle";NA
"2436";"2012";"3mg2";"middle";NA
"2437";"1992";"3mg3";"middle";NA
"2438";"1993";"3mg3";"middle";NA
"2439";"1994";"3mg3";"middle";NA
"2440";"1995";"3mg3";"middle";NA
"2441";"1996";"3mg3";"middle";NA
"2442";"1997";"3mg3";"middle";NA
"2443";"1998";"3mg3";"middle";NA
"2444";"1999";"3mg3";"middle";NA
"2445";"2000";"3mg3";"middle";NA
"2446";"2001";"3mg3";"middle";NA
"2447";"2002";"3mg3";"middle";NA
"2448";"2003";"3mg3";"middle";NA
"2449";"2004";"3mg3";"middle";NA
"2450";"2005";"3mg3";"middle";NA
"2451";"2006";"3mg3";"middle";NA
"2452";"2007";"3mg3";"middle";NA
"2453";"2008";"3mg3";"middle";NA
"2454";"2009";"3mg3";"middle";NA
"2455";"2010";"3mg3";"middle";NA
"2456";"2011";"3mg3";"middle";NA
"2457";"2012";"3mg3";"middle";NA
"2458";"1992";"3mg4";"middle";NA
"2459";"1993";"3mg4";"middle";NA
"2460";"1994";"3mg4";"middle";NA
"2461";"1995";"3mg4";"middle";NA
"2462";"1996";"3mg4";"middle";NA
"2463";"1997";"3mg4";"middle";NA
"2464";"1998";"3mg4";"middle";NA
"2465";"1999";"3mg4";"middle";NA
"2466";"2000";"3mg4";"middle";NA
"2467";"2001";"3mg4";"middle";NA
"2468";"2002";"3mg4";"middle";NA
"2469";"2003";"3mg4";"middle";NA
"2470";"2004";"3mg4";"middle";NA
"2471";"2005";"3mg4";"middle";NA
"2472";"2006";"3mg4";"middle";NA
"2473";"2007";"3mg4";"middle";NA
"2474";"2008";"3mg4";"middle";NA
"2475";"2009";"3mg4";"middle";NA
"2476";"2010";"3mg4";"middle";NA
"2477";"2011";"3mg4";"middle";NA
"2478";"2012";"3mg4";"middle";NA
"2479";"1992";"mg1";"middle";NA
"2480";"1993";"mg1";"middle";NA
"2481";"1994";"mg1";"middle";NA
"2482";"1995";"mg1";"middle";NA
"2483";"1996";"mg1";"middle";NA
"2484";"1997";"mg1";"middle";NA
"2485";"1998";"mg1";"middle";NA
"2486";"1999";"mg1";"middle";NA
"2487";"2000";"mg1";"middle";NA
"2488";"2001";"mg1";"middle";NA
"2489";"2002";"mg1";"middle";NA
"2490";"2003";"mg1";"middle";NA
"2491";"2004";"mg1";"middle";NA
"2492";"2005";"mg1";"middle";NA
"2493";"2006";"mg1";"middle";NA
"2494";"2007";"mg1";"middle";NA
"2495";"2008";"mg1";"middle";NA
"2496";"2009";"mg1";"middle";NA
"2497";"2010";"mg1";"middle";NA
"2498";"2011";"mg1";"middle";NA
"2499";"2012";"mg1";"middle";NA
"2500";"1992";"mg10";"middle";NA
"2501";"1993";"mg10";"middle";NA
"2502";"1994";"mg10";"middle";NA
"2503";"1995";"mg10";"middle";NA
"2504";"1996";"mg10";"middle";NA
"2505";"1997";"mg10";"middle";NA
"2506";"1998";"mg10";"middle";NA
"2507";"1999";"mg10";"middle";NA
"2508";"2000";"mg10";"middle";NA
"2509";"2001";"mg10";"middle";NA
"2510";"2002";"mg10";"middle";NA
"2511";"2003";"mg10";"middle";NA
"2512";"2004";"mg10";"middle";NA
"2513";"2005";"mg10";"middle";NA
"2514";"2006";"mg10";"middle";NA
"2515";"2007";"mg10";"middle";NA
"2516";"2008";"mg10";"middle";NA
"2517";"2009";"mg10";"middle";NA
"2518";"2010";"mg10";"middle";NA
"2519";"2011";"mg10";"middle";NA
"2520";"2012";"mg10";"middle";NA
"2521";"1992";"mg11";"middle";NA
"2522";"1993";"mg11";"middle";NA
"2523";"1994";"mg11";"middle";NA
"2524";"1995";"mg11";"middle";NA
"2525";"1996";"mg11";"middle";NA
"2526";"1997";"mg11";"middle";NA
"2527";"1998";"mg11";"middle";NA
"2528";"1999";"mg11";"middle";NA
"2529";"2000";"mg11";"middle";NA
"2530";"2001";"mg11";"middle";NA
"2531";"2002";"mg11";"middle";NA
"2532";"2003";"mg11";"middle";NA
"2533";"2004";"mg11";"middle";NA
"2534";"2005";"mg11";"middle";NA
"2535";"2006";"mg11";"middle";NA
"2536";"2007";"mg11";"middle";NA
"2537";"2008";"mg11";"middle";NA
"2538";"2009";"mg11";"middle";NA
"2539";"2010";"mg11";"middle";NA
"2540";"2011";"mg11";"middle";NA
"2541";"2012";"mg11";"middle";NA
"2542";"1992";"mg1-1";"middle";NA
"2543";"1993";"mg1-1";"middle";NA
"2544";"1994";"mg1-1";"middle";NA
"2545";"1995";"mg1-1";"middle";NA
"2546";"1996";"mg1-1";"middle";NA
"2547";"1997";"mg1-1";"middle";NA
"2548";"1998";"mg1-1";"middle";NA
"2549";"1999";"mg1-1";"middle";NA
"2550";"2000";"mg1-1";"middle";NA
"2551";"2001";"mg1-1";"middle";NA
"2552";"2002";"mg1-1";"middle";NA
"2553";"2003";"mg1-1";"middle";NA
"2554";"2004";"mg1-1";"middle";NA
"2555";"2005";"mg1-1";"middle";NA
"2556";"2006";"mg1-1";"middle";NA
"2557";"2007";"mg1-1";"middle";NA
"2558";"2008";"mg1-1";"middle";NA
"2559";"2009";"mg1-1";"middle";NA
"2560";"2010";"mg1-1";"middle";NA
"2561";"2011";"mg1-1";"middle";NA
"2562";"2012";"mg1-1";"middle";NA
"2563";"1992";"Mg1-1";"middle";NA
"2564";"1993";"Mg1-1";"middle";NA
"2565";"1994";"Mg1-1";"middle";NA
"2566";"1995";"Mg1-1";"middle";NA
"2567";"1996";"Mg1-1";"middle";NA
"2568";"1997";"Mg1-1";"middle";NA
"2569";"1998";"Mg1-1";"middle";NA
"2570";"1999";"Mg1-1";"middle";NA
"2571";"2000";"Mg1-1";"middle";NA
"2572";"2001";"Mg1-1";"middle";NA
"2573";"2002";"Mg1-1";"middle";NA
"2574";"2003";"Mg1-1";"middle";NA
"2575";"2004";"Mg1-1";"middle";NA
"2576";"2005";"Mg1-1";"middle";NA
"2577";"2006";"Mg1-1";"middle";NA
"2578";"2007";"Mg1-1";"middle";NA
"2579";"2008";"Mg1-1";"middle";NA
"2580";"2009";"Mg1-1";"middle";NA
"2581";"2010";"Mg1-1";"middle";NA
"2582";"2011";"Mg1-1";"middle";NA
"2583";"2012";"Mg1-1";"middle";NA
"2584";"1992";"mg12";"middle";NA
"2585";"1993";"mg12";"middle";NA
"2586";"1994";"mg12";"middle";NA
"2587";"1995";"mg12";"middle";NA
"2588";"1996";"mg12";"middle";NA
"2589";"1997";"mg12";"middle";NA
"2590";"1998";"mg12";"middle";NA
"2591";"1999";"mg12";"middle";NA
"2592";"2000";"mg12";"middle";NA
"2593";"2001";"mg12";"middle";NA
"2594";"2002";"mg12";"middle";NA
"2595";"2003";"mg12";"middle";NA
"2596";"2004";"mg12";"middle";NA
"2597";"2005";"mg12";"middle";NA
"2598";"2006";"mg12";"middle";NA
"2599";"2007";"mg12";"middle";NA
"2600";"2008";"mg12";"middle";NA
"2601";"2009";"mg12";"middle";NA
"2602";"2010";"mg12";"middle";NA
"2603";"2011";"mg12";"middle";NA
"2604";"2012";"mg12";"middle";NA
"2605";"1992";"mg1-2";"middle";NA
"2606";"1993";"mg1-2";"middle";NA
"2607";"1994";"mg1-2";"middle";NA
"2608";"1995";"mg1-2";"middle";NA
"2609";"1996";"mg1-2";"middle";NA
"2610";"1997";"mg1-2";"middle";NA
"2611";"1998";"mg1-2";"middle";NA
"2612";"1999";"mg1-2";"middle";NA
"2613";"2000";"mg1-2";"middle";NA
"2614";"2001";"mg1-2";"middle";NA
"2615";"2002";"mg1-2";"middle";NA
"2616";"2003";"mg1-2";"middle";NA
"2617";"2004";"mg1-2";"middle";NA
"2618";"2005";"mg1-2";"middle";NA
"2619";"2006";"mg1-2";"middle";NA
"2620";"2007";"mg1-2";"middle";NA
"2621";"2008";"mg1-2";"middle";NA
"2622";"2009";"mg1-2";"middle";NA
"2623";"2010";"mg1-2";"middle";NA
"2624";"2011";"mg1-2";"middle";NA
"2625";"2012";"mg1-2";"middle";NA
"2626";"1992";"Mg1-2";"middle";NA
"2627";"1993";"Mg1-2";"middle";NA
"2628";"1994";"Mg1-2";"middle";NA
"2629";"1995";"Mg1-2";"middle";NA
"2630";"1996";"Mg1-2";"middle";NA
"2631";"1997";"Mg1-2";"middle";NA
"2632";"1998";"Mg1-2";"middle";NA
"2633";"1999";"Mg1-2";"middle";NA
"2634";"2000";"Mg1-2";"middle";NA
"2635";"2001";"Mg1-2";"middle";NA
"2636";"2002";"Mg1-2";"middle";NA
"2637";"2003";"Mg1-2";"middle";NA
"2638";"2004";"Mg1-2";"middle";NA
"2639";"2005";"Mg1-2";"middle";NA
"2640";"2006";"Mg1-2";"middle";NA
"2641";"2007";"Mg1-2";"middle";NA
"2642";"2008";"Mg1-2";"middle";NA
"2643";"2009";"Mg1-2";"middle";NA
"2644";"2010";"Mg1-2";"middle";NA
"2645";"2011";"Mg1-2";"middle";NA
"2646";"2012";"Mg1-2";"middle";NA
"2647";"1992";"mg13";"middle";110
"2648";"1993";"mg13";"middle";NA
"2649";"1994";"mg13";"middle";NA
"2650";"1995";"mg13";"middle";NA
"2651";"1996";"mg13";"middle";NA
"2652";"1997";"mg13";"middle";NA
"2653";"1998";"mg13";"middle";NA
"2654";"1999";"mg13";"middle";NA
"2655";"2000";"mg13";"middle";NA
"2656";"2001";"mg13";"middle";NA
"2657";"2002";"mg13";"middle";NA
"2658";"2003";"mg13";"middle";NA
"2659";"2004";"mg13";"middle";NA
"2660";"2005";"mg13";"middle";NA
"2661";"2006";"mg13";"middle";NA
"2662";"2007";"mg13";"middle";NA
"2663";"2008";"mg13";"middle";NA
"2664";"2009";"mg13";"middle";NA
"2665";"2010";"mg13";"middle";NA
"2666";"2011";"mg13";"middle";NA
"2667";"2012";"mg13";"middle";NA
"2668";"1992";"mg1-3";"middle";NA
"2669";"1993";"mg1-3";"middle";NA
"2670";"1994";"mg1-3";"middle";NA
"2671";"1995";"mg1-3";"middle";NA
"2672";"1996";"mg1-3";"middle";NA
"2673";"1997";"mg1-3";"middle";NA
"2674";"1998";"mg1-3";"middle";NA
"2675";"1999";"mg1-3";"middle";NA
"2676";"2000";"mg1-3";"middle";NA
"2677";"2001";"mg1-3";"middle";NA
"2678";"2002";"mg1-3";"middle";NA
"2679";"2003";"mg1-3";"middle";NA
"2680";"2004";"mg1-3";"middle";NA
"2681";"2005";"mg1-3";"middle";NA
"2682";"2006";"mg1-3";"middle";NA
"2683";"2007";"mg1-3";"middle";NA
"2684";"2008";"mg1-3";"middle";NA
"2685";"2009";"mg1-3";"middle";NA
"2686";"2010";"mg1-3";"middle";NA
"2687";"2011";"mg1-3";"middle";NA
"2688";"2012";"mg1-3";"middle";NA
"2689";"1992";"Mg1-3";"middle";NA
"2690";"1993";"Mg1-3";"middle";NA
"2691";"1994";"Mg1-3";"middle";NA
"2692";"1995";"Mg1-3";"middle";NA
"2693";"1996";"Mg1-3";"middle";NA
"2694";"1997";"Mg1-3";"middle";NA
"2695";"1998";"Mg1-3";"middle";NA
"2696";"1999";"Mg1-3";"middle";NA
"2697";"2000";"Mg1-3";"middle";NA
"2698";"2001";"Mg1-3";"middle";NA
"2699";"2002";"Mg1-3";"middle";NA
"2700";"2003";"Mg1-3";"middle";NA
"2701";"2004";"Mg1-3";"middle";NA
"2702";"2005";"Mg1-3";"middle";NA
"2703";"2006";"Mg1-3";"middle";NA
"2704";"2007";"Mg1-3";"middle";NA
"2705";"2008";"Mg1-3";"middle";NA
"2706";"2009";"Mg1-3";"middle";NA
"2707";"2010";"Mg1-3";"middle";NA
"2708";"2011";"Mg1-3";"middle";NA
"2709";"2012";"Mg1-3";"middle";NA
"2710";"1992";"mg14";"middle";80
"2711";"1993";"mg14";"middle";NA
"2712";"1994";"mg14";"middle";NA
"2713";"1995";"mg14";"middle";NA
"2714";"1996";"mg14";"middle";NA
"2715";"1997";"mg14";"middle";NA
"2716";"1998";"mg14";"middle";NA
"2717";"1999";"mg14";"middle";NA
"2718";"2000";"mg14";"middle";NA
"2719";"2001";"mg14";"middle";NA
"2720";"2002";"mg14";"middle";NA
"2721";"2003";"mg14";"middle";NA
"2722";"2004";"mg14";"middle";NA
"2723";"2005";"mg14";"middle";NA
"2724";"2006";"mg14";"middle";NA
"2725";"2007";"mg14";"middle";NA
"2726";"2008";"mg14";"middle";NA
"2727";"2009";"mg14";"middle";NA
"2728";"2010";"mg14";"middle";NA
"2729";"2011";"mg14";"middle";NA
"2730";"2012";"mg14";"middle";NA
"2731";"1992";"mg15";"middle";NA
"2732";"1993";"mg15";"middle";NA
"2733";"1994";"mg15";"middle";NA
"2734";"1995";"mg15";"middle";NA
"2735";"1996";"mg15";"middle";NA
"2736";"1997";"mg15";"middle";NA
"2737";"1998";"mg15";"middle";NA
"2738";"1999";"mg15";"middle";NA
"2739";"2000";"mg15";"middle";NA
"2740";"2001";"mg15";"middle";NA
"2741";"2002";"mg15";"middle";NA
"2742";"2003";"mg15";"middle";NA
"2743";"2004";"mg15";"middle";NA
"2744";"2005";"mg15";"middle";NA
"2745";"2006";"mg15";"middle";NA
"2746";"2007";"mg15";"middle";NA
"2747";"2008";"mg15";"middle";NA
"2748";"2009";"mg15";"middle";NA
"2749";"2010";"mg15";"middle";NA
"2750";"2011";"mg15";"middle";NA
"2751";"2012";"mg15";"middle";NA
"2752";"1992";"mg16";"middle";NA
"2753";"1993";"mg16";"middle";NA
"2754";"1994";"mg16";"middle";NA
"2755";"1995";"mg16";"middle";NA
"2756";"1996";"mg16";"middle";NA
"2757";"1997";"mg16";"middle";NA
"2758";"1998";"mg16";"middle";NA
"2759";"1999";"mg16";"middle";NA
"2760";"2000";"mg16";"middle";NA
"2761";"2001";"mg16";"middle";NA
"2762";"2002";"mg16";"middle";NA
"2763";"2003";"mg16";"middle";NA
"2764";"2004";"mg16";"middle";NA
"2765";"2005";"mg16";"middle";NA
"2766";"2006";"mg16";"middle";NA
"2767";"2007";"mg16";"middle";NA
"2768";"2008";"mg16";"middle";NA
"2769";"2009";"mg16";"middle";NA
"2770";"2010";"mg16";"middle";NA
"2771";"2011";"mg16";"middle";NA
"2772";"2012";"mg16";"middle";NA
"2773";"1992";"mg17";"middle";NA
"2774";"1993";"mg17";"middle";NA
"2775";"1994";"mg17";"middle";NA
